Address;Title;Description;Rooms;Living Space (sqm);Price;Nearest Station Distance (m);Station Canton
2017 Boudry;Nouveau projet à proximité de la rivière - appartement de 2.5 pièces au rez-de-chaussée;Venez découvrir ce projet sur www.aufildesvignes.chPetit commune nichée entre les vignes et le lac, Boudry offre toutes les infrastructures nécessaires, des transports publics aux commerces, en passant par les loisirs, notamment grâce à sa plage et sa réserve naturelle.Les deux immmeubles du projet « Au Fil des Vignes » s'intègrent parfaitement dans l'environnement, en offrant de beaux espaces à vivre en intérieur, comme en extérieur.A moins de 5 minutes en vélo de la Gare ou de la plage, les commerces et les transports publics sont accessibles en moins de 5 minutes à pied.Les appartements de ce projet, allant du 2.5 au 5.5 pièces bénéficient tous de grands balcons ou terrasses pour les logements au rez et en attique.***Le lot B - 2 au rez de 2.5 pièces est disposé comme suit :- Un hall d'entrée avec armoires murales- Un séjour / cuisine- 2 chambres à coucher- Une salle de bains / douche / toilettes- Une salle de douche / toilettes avec un espace pour colonne de lavageLe choix des finitions est possible afin de personnaliser votre futur appartement à votre image.Possibilité d'acquérir une place de stationnement intérieure, en sus du prix de vente, avec chacun des logements.N'hésitez pas à prendre contact avec notre équipe de vente au 032 723 23 44 ou au 076 327 01 25 pour plus de renseignements et/ou pour un rendez-vous sur place, y compris le samedi.;2.5;60.0;826770.0;5837.0;Neuchâtel
1958 Uvrier;Grand studio en rez-jardin !;Nouvelle promotion à Uvrier de 10 petits immeubles de 3 étages pour un total de 2.5 appartements allant du studio au 6 pièces dont 30 attiques.Belle situation sur la Rive droite à la Route d'Italie à moins de 500 m du centre commercial de la Coop, du centre scolaire et à 3 min en voiture de la ville de Sion.Avec une architecture contemporaine épurée et une orientation Sud-Ouest pour la plupart des appartements, cette promotion inspire la joie de vivre, d'où son nom « Alegria » !C3-162 : Studio de 2.5 pièces Surface habitable : 42 m2Terrasse : 10 m2Jardin : 69 m2Surface de vente : 47 m2Distribution :Le studio numéro 162 au bâtiment C3, bénéficie de :- 1 Hall d'entrée avec armoire- 1 Cuisine équipée ouverte sur l'espace à vivre- 1 Salle de bain avec baignoire- 1 Terrasse de 10 m2- 1 Jardin de 69 m2- 1 Cave (C2.5)PARKING :Plus de places extérieures disponibles9 Places de parc pour moto à CHF 8'000.- en sus1 place de parc intérieure (CHF 35'000 en sus et obligatoire)COMMODITÉS :- Centre commercial de la Coop à 150 m- Arrêt de bus à 150 m- Gare CFF à 1 km- Centre scolaire à 1 km- Autoroute à 4,5 km- Centre-ville de Sion à 5 kmDisponible en 2024 !Chez nous la curiosité est un joli défaut ! Alors appelle-nous pour plus d'informations ou une visite !Contact : Cyril 079 464 11 35***Tous les lots disponibles sur www.berra-immobilier.ch***;2.5;47.0;417940.0;5564.0;Valais
Roggenstrasse, 4853 Riken AG;Ihr Traumhaus in Riken, Weid-Neustadt - 3.5-Zi. Doppel-Einfamilienhaus;;3.5;160.0;1432200.0;1610.0;Aargau
1189 Saubraz;Bel appartement en rez de jardin de 2.5 pièces;Dernier lot !Implantée au coeur du village de Saubraz, cette nouvelle promotion est située entre Gimel et Bière et seulement à 10min d'Aubonne.Elle conviendra parfaitement aux personnes désireuses de vivre dans un environnement paisible, proche de la nature tout en étant à proximité des axes autoroutiers. Jolie maison de village entièrement rénovée proposant 3 appartements de 2.5 pièces. L'appartement au rez de 82m2 bénéficie d'une terrasse de 12 m2, le 1er étage de 81m2 ainsi que l'attique de 93m2 bénéficient d'un balcon de 7m2. Chacun des appartements aura la jouissance d'un jardin privatif.L'appartement du rez propose: un vaste séjour une grande cuisine ouverte deux chambres à coucher une salle de bain des wc séparésL'appartement offre également une cave.Deux places de parc en sus CHF 15'000.- / placeSite: www.lasaubraz.com;2.5;57.0;1009050.0;3707.0;Waadt
3963 Crans-Montana;Autorisation de construire !;Nouvelle promotion MINERGIE en résidence principale à Crans-Montana !Situé dans la station de Crans-Montana, le projet s'implante sur les hauts de la commune de Randogne (Vermala).La résidence Master Alpin offre une proximité avec le coeur de la station de Crans-Montana et répond d'une tranquillité absolue de par son emplacement en lisière de forêt.CARACTÉRISTIQUES :- Construction Minergie- Chaudière à gaz- Chauffage au sol- Parquet dans les chambres- Isolation périphérique- Dallages en pierres naturelles parties communes- Stores électriques- Garage avec télécommande- Ascenseur aux normes des handicapés- InterphonePROXIMITÉS :- Arrêt de bus à 200 m- Golf Club à 2000 m- Centre de la station de Crans-Montana à 1000 m- Télécabine à 700 m4 Places de parc visiteurs extérieures16 Places de parc extérieures couvertes sont disponibles et déjà attribuées aux appartements !Place de parc : CHF 35'000.- en sus Plaquette de vente sur demandeChez nous, la curiosité est un joli défaut ! Appelez- nous pour une visite+ 41 79 464 11 35**Tous les lots disponibles sur Berra-immobilier.ch**;3.5;50.0;693310.0;19289.0;Valais
Bungertstrasse 8/10, 7205 Zizers;3.5-Zimmerwohnungen an bester Lage in Zizers;;3.5;180.0;1620990.0;2471.0;Graubünden
Lyssachstrasse 44, 3400 Burgdorf;Eigentumswohnungen Aebiguet;"Unter den Namen ""Aebiguet"" und ""Perron-Süd"" realisiert Alfred Müller 36 Eigentumswohnungen, sechs Wohnateliers, 44 Mietwohnungen sowie moderne Gewerbe- und Büroflächen. Die drei Gebäude stehen in zweiter Linie zu den Bahnschienen, an der verkehrsberuhigten Lyssachstrasse. Ihre Architektur knüpft in ihrer klaren Reduktion konsequent an die Industriegeschichte des Areals an. Der Bezugstermin der Eigentumswohnungen ist ab dem 2. Quartal 2025 vorgesehen. • Lebendig und urban: ein neues Stadtquartier mitten in Burgdorf • Bestens vernetzt: zu Fuss, mit Bus, Bahn und Auto • Diversität: ein ausgewogener Mix aus Wohnen und Arbeiten";2.0;140.0;768180.0;439.0;Bern
Rieterstrasse 102, 8002 Zürich;Neubau im Enge-Quartier - Baubeginn erfolgt;;2.5;30.0;1275960.0;1480.0;Zürich
Neubrunhofweg 3, 6012 Obernau;Willkommen im familienfreundlichen Obernau: Attraktive Eigentumswohnungen im Neubauquartier mit Dörfli-Charakter;"Attraktive Eigentumswohnungen im Neubauquartier mit Dörfli-CharakterDie nach Süden ausgerichteten Wohnungen schaffen ein schönes Raumgefühl mit viel Licht und Aussicht auf den Hergiswald und den Pilatus. Jede Wohnung verfügt über einen grosszügigen Wohn- und Essbereich sowie eine Loggia mit bodentiefen Fenstern.Die Wohnung im Erdgeschoss sowie eine der Wohnungen im ersten Obergeschoss haben eigene Gartenflächen. Die beiden Wohnungen im dritten Obergeschoss profitieren von exklusiven Dachterrassen mit viel Privatsphäre.Die Freiraumgestaltung bietet aber noch viel mehr für Jung und Alt: In Zusammenarbeit mit der benachbarten Baugenossenschaft werden gemeinsame Begegnungs- und Spielbereiche für die Bewohner des kleinen Neubauquartiers erstellt.Die nächste Bushaltestelle ""Stampfeli"" ist eine Gehminute entfernt und bietet alle sieben Minuten eine schnelle Busverbindung in die Stadt Luzern.Die 3.5-Zimmer-Wohnung ""B"" im 3. Obergeschoss zeichnet sich durch folgende Highlights aus:- Grosszügige Dachterrasse- Helle Räume- LoggiaWeitere Informationen finden Sie zudem auf unserer Projektwebseite: www.dellacasa.group/neubrunhofHaben wir Ihr Interesse geweckt? Gerne senden wir Ihnen die Verkaufsdokumentation zu und stehen für eine persönliche Besprechung zur Verfügung.";3.5;140.0;1855350.0;4381.0;Kanton Luzern
Stampfimatt 3, 3662 Seftigen;Drei Klang Seftigen - mehr als ein Haus;;3.5;180.0;1367100.0;7119.0;Bern
Grand Champsec, 1950 Sion;Lot G-302 - Appartement de 3.5 pièces au 3ème étage;"Fitness, sauna, salle de jeux et de réunion, potagers et plus encore...L'écoquartier « Greenparc » se situe dans le quartier de Champsec à Sion, à proximité de toutes les commodités et des transports publics.Ecrin de verdure intégré au tissu urbain, il offre des espaces de vie de haute qualité avec, notamment, des surfaces commerciales et des surfaces communes intérieures ou extérieures dédiées à votre bien-être.Il est composé de 8 immeubles à haute efficience énergétique et à l'architecture épurée. Totalisant 191 appartements allant du studio au 4.5 pièces, spacieux et confortables, vous y trouverez certainement votre futur cocon !La liste des appartements disponibles peut être consultée sur www.greenparc.immo.***Le lot G-302 est un appartement de 3.5 pièces de 63 m2 au 3ème étage, avec un balcon de 13 m2 distribué comme suit :. hall d'entrée. cuisine ouverte sur le séjour donnant accès au balcon. une salle de bain avec baignoire et WC séparé. une chambre à coucher. une armoire avec colonne de lavage intégréeEn annexe : Place(s) de parking intérieure(s) prédéfinie(s) (en sus du prix) ; numéro(s), emplacement(s) et dimension(s) à consulter auprès de notre agence.";3.5;47.0;580690.0;2361.0;Valais
6500 Bellinzona;Bellinzona - bellissimo e moderno 2.5 con giardino;Bellinzona, in posizione residenziale e privilegiata con panorama su tutta la città proponiamo in vendita moderno appartamento di 2.5 locali.Lo spazio abitativo è cosi suddiviso:atrio d'ingresso, cucina abitabile, soggiorno con uscita sul giardino privato, due camere da letto di cui uno con bagno padronale, servizio.L'appartamento dispone inoltre di una cantina privata.Nel prezzo è incluso un posteggio in autorimessa.;2.5;65.0;874940.0;589.0;Tessin
1514 Bussy-sur-Moudon;Nouveau projet à Bussy-sur-Moudon. Elégante Maison individuelle de 3.5 pièces (lot 1) dans un quartier paisible;Cette nouvelle résidence comprend cinq pièces et demie (LOT 1), caractérisées par une architecture élégante, contemporaine et moderne, offrant des espaces intérieurs spacieux et lumineux.Implantée dans un quartier paisible et bien desservi, cette construction bénéficie d'un emplacement particulièrement attrayant, à seulement cinq minutes de la route de Berne et à proximité de Moudon et Lucens. Vous profiterez ainsi de toutes les commodités et des transports tout en jouissant d'un cadre idyllique.Avec 4 chambres spacieuses, 2 salles de bains et une surface habitable de 190 m², cette propriété offre un espace de vie confortable pour toute la famille. Vous pourrez également profiter d'une terrasse de 37.2 m² offrant une vue dégagée sur les environs. • Chambres: 4 • Salles de bains: 2 • WC supplémentaire : 1 • Surface habitable: 190 m² • Terrasse: 37.2 m² • Terrain: 514 m² • Nombre d'étages: 2 • Places de parc extérieures: 3 • Vue dégagée • Adapté aux enfants et aux personnes à mobilité réduiteAVANTAGES: • Le système de chauffage par pompe à chaleur air-eau, centralisé dans un local technique commun, vous assure un système écologique et économique pour votre confort au quotidien. • Un appoint d'énergie renouvelable est prévu avec des panneaux solaires photovoltaïque • Possibilité d'avoir une cave de 30,2 m2 • Possibilité d'aménager un sous-sol • De nombreuses possibilités d'aménagement sont également offertes pour personnaliser les pièces selon vos besoins, que ce soit pour une chambre supplémentaire, un dressing, un bureau, etc..Cette maison est vendue sur plan et sera disponible courant 2024-2025. Elle est parfaite pour les familles à la recherche d'un espace confortable et fonctionnel. Ne manquez pas cette opportunité, contactez-nous dès aujourd'hui.;3.5;190.0;1399650.0;3514.0;Waadt
Chemin des Sires 5, 1618 Châtel-Saint-Denis;Appartement à Châtel-St-Denis;;2.5;36.0;519490.0;10492.0;Vaud
Wydenmööslistrasse 11, 8280 Kreuzlingen;Angenehm ruhig, lichtdurchflutet und flexibel!;;3.5;170.0;1751190.0;1629.0;Thurgau
1965 Savièse;Attique, très grand cachet, volume et charpente apparente, qualité de matériaux au-dessus de la moyenne;Vente sur plans : construction en cours, livraison fin juillet 20244 logementsSituation centrale dans le village de GranoisConstruction avec matériaux de grande qualitéDistribution :- hall avec armoire d'entrée- salle de douche- 2 chambres avec armoire encastrée- pièce de vie : séjour, cuisine, salle à manger- accès balconou (variante plus-value)- hall d'entrée avec armoire murale- 2 chambres avec armoire encastrée dont l'une en suite parentale salle de bain privative- pièce de vie : séjour, cuisine, salle à manger- accès balconEn bref :- orientation Sud-Ouest- quartier calme, zone village- matériaux de grande qualité : fenêtres en sapin, façades en vieux bois et pierre naturelle, balustrades en verre feuilleté pincé, portes intérieures en chêne, parquet massif, etc- penderie d'entrée et toutes les armoires encastrées INCLUSES et produites par une entreprise locale- cuisines de grande qualité, production locale, budget 30'000.- pour les 2.5p, plan de travail en granit, îlot central- rails LED hall, séjour et salle à manger- pour les 2.5p : variante possible avec 2 salles de bain suite parentale ou WC séparé (plus-value 15'000.-), voir plan dans le dossier sur demande- cachet et grand volume sous toiture pour l'attique, charpente apparente en sapin- surfaces habitables confortables : 40 m2 de séjour- accès jardin commun - terrasses couvertes de 20 m2 pour les 2.5p- stores électriques par télécommande- baies coulissantes à levage- chauffage au sol par PAC- isolation thermique épaisseur 180 mm- emplacement de colonne de lavage dans chaque appartement, pas de buanderie commune- cave incluse et attenante au parking- parking en sus du prix : 1 place couverte par appartement 20'000.-- modifications possibles sur demande- finitions à choix : budgets confortables en rapport avec le standing de la situation et de l'objetDistribution des espaces, liste des lots disponibles et plans via dossier sur demande. Pour plus d'informations, nous sommes à votre disposition par téléphone et sur rendez-vous.*** TOUS NOS BIENS EN VENTE SUR WWW.BERRA-IMMOBILIER.CH;2.5;130.0;859320.0;22550.0;Valais
Untere Grundgasse 8, 9500 Wil SG;210 m² grosse 3.5-Zi.-Wohnung im 1. OG - Neualtwil;"Am Grundweg 11 in Wil (1. Etappe) können Sie eine fertig ausgebaute und möblierte Muster-Wohnung sowie das Projekt-Modell 1:200 besichtigen. Vereinbaren Sie einen unverbindlichen Besichtigungstermin.Auf der Sonnenseite an attraktiver und sonniger Hanglage entsteht in der Stadt Wil SG die moderne Wohnüberbauung ""Neualtwil"" - 2. Bauetappe mit 2½- bis 5½-Zimmer-Eigentumswohnungen. Der Bezug ist ab Herbst 2024.Die Stadtbus-Haltestelle ist in unmittelbarer Nähe bei der Grund- oder Hofbergstrasse. Der Bus hat regelmässige Verbindungen Richtung Stadtzentrum und Bahnhof (SBB/IC/IR). Der Autobahnzubringer Wil ist 5 Minuten entfernt. Auch zu Fuss ist das Stadtzentrum (sämtliche Einkaufsmöglichkeiten, Restaurants, Banken, Post, Bahnhof, etc.) in ca. 15 Minuten erreichbar. Die Kinder besuchen alle Schulstufen bis zur Kantonsschule in Wil.Gerne möchten wir Ihnen die wesentlichsten Punkte näher vorstellen. • Die Mehrfamilienhäuser sind optimal angeordnet und besonnt. • moderne Architektur: Dank den teilweise raumhohen Fenstern gelangt sehr viel Licht in die Wohnräume. • Der durchdachte Grundriss bietet viel Raum für individuelles Wohnen. • breiter, grosszügiger Eingangsbereich/Korridor mit Einbauschränken/Garderobe • offene Küche mit modernsten Geräten • grosszügiges Wohnen/Essen/Küche • Elternzimmer mit eigener Dusche/Bad/WC • zusätzliche separate Dusche/WC • Der Wasch- sowie Kellerraum ist mit der Wohnung verbunden. • sonniger, gedeckter Balkon • In der Wohnung befindet sich ein Reduit/Abstellraum. • Die Gebäude werden massiv und erdbebensicher erstellt und erreichen ausgezeichnete Schallwerte - 1A-Bauweise - bewährte Vetter-Qualität. • Mit dem Lift gelangen Sie direkt und komfortabel von der Tiefgarage ins Wohngeschoss (rollstuhlgängig). • Für die parkähnliche Umgebungsgestaltung wurde ein erfahrener Landschaftsarchitekt beauftragt. • Alle Bauten werden im Minergie-Standard (zertifiziert) erstellt, so wird auch der Umwelt speziell Sorge getragen. • Die Häuser werden mit Erdwärme / Tiefenbohrungen beheizt. Auf dem Dach wird die hauseigene Photovoltaik-Anlage für die Stromerzeugung montiert. In der Tiefgarage ist ein Management für Elektromobilität vorgesehen. • Jede Wohnung verfügt über eine eigene Komfortlüftung. • Minergie: mehr Wohnqualität, gute Wirtschaftlichkeit, geringer Energieverbrauch, dichtere Gebäudehülle • günstige MINERGIE-Hypotheken (Fragen Sie Ihre Hausbank) Tiefgaragenplatz à Fr. 35'000.00Tiefgaragenplatz mit Abstellraum à Fr. 49'000.002 Tiefgaragenplätze (hintereinander) à Fr. 60'000.00Motorradabstellplatz à Fr. 5'000.00zusätzlicher Abstellraum ab Fr. 16'000.00Die detaillierte Dokumentation über dieses und alle weiteren Projekte finden Sie unter www.vetter.ch. Für einen unverbindlichen Besichtigungstermin steht Ihnen Stefan Vetter unter Telefon 052 369 45 48 oder Mobile 079 278 55 99 gerne zur Verfügung.";3.5;210.0;1497300.0;7345.0;Thurgau
